name,destination,categories,review_tags,description,rating,num_reviews,lat,lon,url
Kyoto Arashiyama Hanatouro,Kyoto,"Events,Cultural Events",,"The Arashiyama Hanatouro ""light up"" is a visually stunning festival held in the chill of December. Spotlights and lanterns are set out to illuminate Arashiyama's Togetsukyo Bridge, and the foothills of the surrounding mountains. The enchanted glow is especially dreamy at the local temples and in the bamboo forest, where pathways lined with tall, looming stalks of bamboo are highlighted in an orange haze. The town celebrates by staying open late, and many stores sell local food and goods to visitors.",4.5,53,35.016884,135.6717,https://www.tripadvisor.com/Attraction_Review-g298564-d8820148-Reviews-Kyoto_Arashiyama_Hanatouro-Kyoto_Kyoto_Prefecture_Kinki.html
Seiryoji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,139,35.02348,135.67432,https://www.tripadvisor.com/Attraction_Review-g298564-d1657312-Reviews-Seiryoji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Hyakumanben Chionji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,98,35.02987,135.7807,https://www.tripadvisor.com/Attraction_Review-g298564-d1386166-Reviews-Hyakumanben_Chionji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Goo Shrine,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,173,35.0222,135.75908,https://www.tripadvisor.com/Attraction_Review-g298564-d1386090-Reviews-Goo_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
Yogen-in,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,117,34.987854,135.77333,https://www.tripadvisor.com/Attraction_Review-g298564-d1386122-Reviews-Yogen_in-Kyoto_Kyoto_Prefecture_Kinki.html
"National Museum of Modern Art, Kyoto (MoMAK)",Kyoto,"Museums,Art Museums",,"The National Museum of Modern Art, Kyoto (MoMAK) is a national institution devoted to the collection and preservation of artworks and related reference materials of the twentieth century in Japan and other parts of the world. Particular emphasis is placed on artists or artistic movements in Kyoto and the Kansai area (the western region of Japan), such as Japanese-style paintings of the Kyoto School, while overviewing the mainstreams of Japanese modern art and craft movements as well as works from all over the world covering every genre of the crafts. In addition to five special and traveling exhibitions per year, the Museum rotates the works on display in the Collection Gallery approximately five times per year. Included therein are specially themed sub-exhibitions that are synchronized with the concurrent exhibition or present the Museum’s research results. The Collection Gallery also acts as the site for workshops and other educational programs organized by the Museum.",4.0,157,35.012333,135.78214,https://www.tripadvisor.com/Attraction_Review-g298564-d545971-Reviews-National_Museum_of_Modern_Art_Kyoto_MoMAK-Kyoto_Kyoto_Prefecture_Kinki.html
Aeon Mall Kyoto,Kyoto,"Shopping,Shopping Malls",,"Aeon Mall Kyoto has more than 65 shops selling clothing, accessories, food, and necessities, including Japanese chains Muji, Uniqlo, ABC Mart for shoes and Daiso discount store, plus restaurants.",4.0,184,34.98285,135.75493,https://www.tripadvisor.com/Attraction_Review-g298564-d6610823-Reviews-Aeon_Mall_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html
Lake Biwa Canal,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks",,,4.0,78,35.01249,135.85808,https://www.tripadvisor.com/Attraction_Review-g298564-d548222-Reviews-Lake_Biwa_Canal-Kyoto_Kyoto_Prefecture_Kinki.html
Shunko-in Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.5,33,35.024067,135.71948,https://www.tripadvisor.com/Attraction_Review-g298564-d3202381-Reviews-Shunko_in_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Doshisha University,Kyoto,"Sights & Landmarks,Universities & Schools",,,4.5,62,35.030113,135.76096,https://www.tripadvisor.com/Attraction_Review-g298564-d4402072-Reviews-Doshisha_University-Kyoto_Kyoto_Prefecture_Kinki.html
Rengeji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,87,35.06407,135.8,https://www.tripadvisor.com/Attraction_Review-g298564-d1386155-Reviews-Rengeji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Ryozen Kannon,Kyoto,"Sights & Landmarks,Sacred & Religious Sites,Points of Interest & Landmarks","temple,worth a visit,huge buddha",This Buddhist monument is a park dedicated to people who died in World War II.,4.0,160,34.99999,135.78142,https://www.tripadvisor.com/Attraction_Review-g298564-d552421-Reviews-Ryozen_Kannon-Kyoto_Kyoto_Prefecture_Kinki.html
Chion-in Temple Sammon,Kyoto,"Sights & Landmarks,Architectural Buildings,Points of Interest & Landmarks,Sacred & Religious Sites",,,4.5,31,35.00485,135.7813,https://www.tripadvisor.com/Attraction_Review-g298564-d16706681-Reviews-Chion_in_Temple_Sammon-Kyoto_Kyoto_Prefecture_Kinki.html
Daigo-ji Temple Goju Tower,Kyoto,"Sights & Landmarks,Sacred & Religious Sites,Historic Sites,Architectural Buildings",,,4.5,57,34.950703,135.82187,https://www.tripadvisor.com/Attraction_Review-g298564-d9560259-Reviews-Daigo_ji_Temple_Goju_Tower-Kyoto_Kyoto_Prefecture_Kinki.html
Mikane Shrine,Kyoto,"Sights & Landmarks,Historic Sites,Sacred & Religious Sites",,,4.0,150,35.01181,135.7551,https://www.tripadvisor.com/Attraction_Review-g298564-d7736421-Reviews-Mikane_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
Imakumano Kannonji,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,77,34.979527,135.7812,https://www.tripadvisor.com/Attraction_Review-g298564-d2461113-Reviews-Imakumano_Kannonji-Kyoto_Kyoto_Prefecture_Kinki.html
Nariko's Kitchen,Kyoto,"Food & Drink,Classes & Workshops,Other,Cooking Classes","class,san,wagashi,japanese sweets,taught,techniques,train station,teaching style,fun experience",I'm Nariko and I offer hands-on cooking classes from my Kitchen. My kitchen is located in a Japanese home a convenient 7 minutes from Kyoto station. I have been working as a cooking instructor and conducted cooking classes for individuals and companies. Please visit my website for more details!,5.0,162,35.726475,139.7737,https://www.tripadvisor.com/Attraction_Review-g298564-d17463861-Reviews-Nariko_s_Kitchen-Kyoto_Kyoto_Prefecture_Kinki.html
Koetsuji Temple,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,78,35.053944,135.73032,https://www.tripadvisor.com/Attraction_Review-g298564-d1386132-Reviews-Koetsuji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Gion Shirakawa,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks,Historic Walking Areas",,,4.5,50,35.00533,135.77295,https://www.tripadvisor.com/Attraction_Review-g298564-d13564139-Reviews-Gion_Shirakawa-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Gozan no Okuribi,Kyoto,"Events,Cultural Events",,"Called Daimonji by locals, the Gozan no Okuribi celebrates the end of the August Obon festival. Five massive bonfires alight around the outskirts of the city, each pyre built upon a separate mountain face. Their burning represents the return of ancestral spirits, thought to visit their families during the Obon, back to the afterlife-- like smoke rising. The bonfires are each distinctive, one in the shape of the character for 'great', another in the shape of a shrine gate, yet another taking the form of a boat. They burn brightly and can be spotted from miles away.",4.5,27,35.023033,135.80429,https://www.tripadvisor.com/Attraction_Review-g298564-d8820274-Reviews-Kyoto_Gozan_no_Okuribi-Kyoto_Kyoto_Prefecture_Kinki.html
Geisha and Maiko Makeover Experience in Kyoto Gion Aya,Kyoto,"Fun & Games,Outdoor Activities,Game & Entertainment Centers,Gear Rentals","photos,kimono,makeup,geisha,san,pictures turned out great,cool experience,kyoto visit","We love Kyoto and we love the world of the maiko! It is our pleasure to provide a lasting and fun experience through traditional Kyoto culture. At our studio you can turn yourself into a maiko complete with real traditional wigs, kimonos, obis, shoes and accessories. And then you can have a studio portrait taken, take your own photos and walk around on the amazing old streets that are just minutes from our front door. Our staffs extend a warm welcome to you. We are located in a traditional 100-year-old machiya townhouse, sitting in the heart of Kyoto's legendary Gion district. The most famous home of the maiko in all of Japan surrounded by traditional restaurants, ryokans, tea houses, shrines and more. Our make-up room and entire machiya townhouse is clean, comfortable and elegant. Our amenities and facilities were designed to create a perfect experience from start to finish. Let us turn you into a Japanese maiko. What to bring: - Your own cosmetics. We provide the cosmetics for the maiko experience but not for afterwards. - Your camera. We take studio photos but also give you time to take more photos on your own.",5.0,201,35.00168,135.77888,https://www.tripadvisor.com/Attraction_Review-g298564-d7242355-Reviews-Geisha_and_Maiko_Makeover_Experience_in_Kyoto_Gion_Aya-Kyoto_Kyoto_Prefecture_Kin.html
Nishihonganji Karamon Gate,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks",,,4.0,54,34.99184,135.7517,https://www.tripadvisor.com/Attraction_Review-g298564-d548237-Reviews-Nishihonganji_Karamon_Gate-Kyoto_Kyoto_Prefecture_Kinki.html
Arashiyu Japanese Foot Spa & Foot Massage,Kyoto,"Spas & Wellness,Spas,Thermal Spas",,"Tranquil salon for relief of travel fatigue. Our salon located in a convenient location is approximately a 1 min walk from Keifuku railway Arashiyama station.The perfect secret hideaway place for guests to rest feet weary from sightseeing & reflesh themselves. Enjoying a beverage,sucha as Maccha green tea,while soaking in a footbath, a japanese style original massage by hand and with bamboo roller from the back of the foot to the calves relawes stiff muscles. Luxuriate in hospitality that engages all five senses. Also enjoy conversations with the therapists. And you might be enjoying the photogenic beautiful japanese flowers footbathes.",5.0,60,35.0145,135.67792,https://www.tripadvisor.com/Attraction_Review-g298564-d12157691-Reviews-Arashiyu_Japanese_Foot_Spa_Foot_Massage-Kyoto_Kyoto_Prefecture_Kinki.html
Nishijin Textile Center,Kyoto,"Shopping,Museums,Specialty Museums",,"Located in Kyoto's weaving district, Nishijin Textile Center has a museum, a shop selling kimono and other textile goods, a kimono fashion show, and a rental kimono shop for strolling around town.",3.5,172,35.028835,135.75182,https://www.tripadvisor.com/Attraction_Review-g298564-d321410-Reviews-Nishijin_Textile_Center-Kyoto_Kyoto_Prefecture_Kinki.html
Sekihoji Temple,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks",,,4.5,38,34.964516,135.77496,https://www.tripadvisor.com/Attraction_Review-g298564-d6601356-Reviews-Sekihoji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Otani Hombyo,Kyoto,"Sights & Landmarks,Cemeteries",,,4.0,80,34.993675,135.7772,https://www.tripadvisor.com/Attraction_Review-g298564-d548259-Reviews-Otani_Hombyo-Kyoto_Kyoto_Prefecture_Kinki.html
Shorenin Garden,Kyoto,"Nature & Parks,Gardens",,,4.5,54,35.007305,135.78366,https://www.tripadvisor.com/Attraction_Review-g298564-d1386181-Reviews-Shorenin_Garden-Kyoto_Kyoto_Prefecture_Kinki.html
Namikawa Yasuyuki Sippo Memorial Museum,Kyoto,"Museums,History Museums",,,4.5,30,35.009853,135.78159,https://www.tripadvisor.com/Attraction_Review-g298564-d4297029-Reviews-Namikawa_Yasuyuki_Sippo_Memorial_Museum-Kyoto_Kyoto_Prefecture_Kinki.html
Fujinomori Shrine,Kyoto,"Sights & Landmarks,Sacred & Religious Sites","horses,track",,4.0,97,34.950745,135.77173,https://www.tripadvisor.com/Attraction_Review-g298564-d1965525-Reviews-Fujinomori_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
Sekizanzenin,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,79,35.055874,135.80133,https://www.tripadvisor.com/Attraction_Review-g298564-d1386156-Reviews-Sekizanzenin-Kyoto_Kyoto_Prefecture_Kinki.html
Shinsenen,Kyoto,"Sights & Landmarks,Historic Sites,Points of Interest & Landmarks,Sacred & Religious Sites","nijo,castle",,4.0,125,35.011227,135.74797,https://www.tripadvisor.com/Attraction_Review-g298564-d1386093-Reviews-Shinsenen-Kyoto_Kyoto_Prefecture_Kinki.html
Sennyuji Temple,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks,Sacred & Religious Sites",,,4.0,180,34.978134,135.78064,https://www.tripadvisor.com/Attraction_Review-g298564-d1232974-Reviews-Sennyuji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html
Ninja VR Kyoto,Kyoto,"Classes & Workshops,Fun & Games,Sports Complexes,Lessons & Workshops,Game & Entertainment Centers",,"NINJA VR KYOTO is set in a traditional Japanese setting with both ninja and Kyoto artwork on display so it is perfect for photos. All instructions are provided in English. Come and experience a ""NEW"" type of NINJA training!-- Booking via e-mail booking@ninjavrkyoto.jp --",5.0,215,35.008392,135.77869,https://www.tripadvisor.com/Attraction_Review-g298564-d12712817-Reviews-Ninja_VR_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html
Manshuin Garden,Kyoto,"Nature & Parks,Gardens",,,4.0,105,35.04888,135.80312,https://www.tripadvisor.com/Attraction_Review-g298564-d1386153-Reviews-Manshuin_Garden-Kyoto_Kyoto_Prefecture_Kinki.html
Sauna no Umeyu,Kyoto,"Spas & Wellness,Thermal Spas",,,4.5,24,34.992916,135.76544,https://www.tripadvisor.com/Attraction_Review-g298564-d9996681-Reviews-Sauna_no_Umeyu-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Shibori Museum,Kyoto,"Shopping,Classes & Workshops,Museums,Gift & Specialty Shops,Lessons & Workshops,Art Museums","class,techniques,textiles,fabric,artisan","Kyoto Shibori Museum is located southeast of Nijo castle; 5-min. walk from subway Nijojo-mae station; Adults 800yen; Open: 9:00-17:00; Shibori arts, tools and samples of shibori are displayed. You can try on shibori kimono in a quick and simple way for FREE. Shibori class in English is available(reservation recommended); silk scarf: from 4,400 yen, approx 30-min. Museum shop: variety of original shibori items, scarves, bags, fabrics and souvenirs are sold at the reasonable price. Museum for all textile lovers on this planet.",5.0,86,35.010296,135.75352,https://www.tripadvisor.com/Attraction_Review-g298564-d6957146-Reviews-Kyoto_Shibori_Museum-Kyoto_Kyoto_Prefecture_Kinki.html
Obai-in,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",viewing,"Obai-in is a temple which began with the construction of a koan hermitage by Nobunaga Oda as a memorial for his father, Nobuhide. The Sakumuken priests' quarters and tearoom, the oldest existing among Japanese Zen temples, and the Jikichu-tei garden, landscaped by Sen no Rikyu at age 66, will be open to the public.",4.5,55,35.041748,135.74599,https://www.tripadvisor.com/Attraction_Review-g298564-d7356619-Reviews-Obai_in-Kyoto_Kyoto_Prefecture_Kinki.html
Takasegawa,Kyoto,"Sights & Landmarks,Piers & Boardwalks",,,4.0,102,35.004166,135.77051,https://www.tripadvisor.com/Attraction_Review-g298564-d4089692-Reviews-Takasegawa-Kyoto_Kyoto_Prefecture_Kinki.html
Kyoto Ramen koji,Kyoto,"Sights & Landmarks,Points of Interest & Landmarks","ramen,tickets",,4.0,148,34.985878,135.75784,https://www.tripadvisor.com/Attraction_Review-g298564-d13344620-Reviews-Kyoto_Ramen_koji-Kyoto_Kyoto_Prefecture_Kinki.html
Higashiyama Hanatouro,Kyoto,"Events,Cultural Events",,"Higashiyama Hanatouro is one of Kyoto's most anticipated and celebrated local festivals. Over 2,500 bamboo lanterns light the walking path leading to the foothills of beautiful Higashiyama Mountain by nightfall, illuminating the pathways, temples, and parkland in their wake. Visitors carry flowers and paper lanterns, a stroll leisurely, taking in the enchanting glow, and large, fantastical displays of ikebana flowers are specially constructed to delight viewers. Special events take place throughout, with evenings featuring geisha dancing at the local temples, and school children playing drums and singing songs. The illumination takes place nightly during the festival, between 6:00-9:30pm.",4.5,31,35.004856,135.77325,https://www.tripadvisor.com/Attraction_Review-g298564-d8820249-Reviews-Higashiyama_Hanatouro-Kyoto_Kyoto_Prefecture_Kinki.html
Flea Market Kitano Tenmangu Shrine,Kyoto,"Shopping,Flea & Street Markets",,,4.5,30,35.031418,135.73482,https://www.tripadvisor.com/Attraction_Review-g298564-d8041175-Reviews-Flea_Market_Kitano_Tenmangu_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
Okazaki Shrine,Kyoto,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,117,35.0172,135.7888,https://www.tripadvisor.com/Attraction_Review-g298564-d1909233-Reviews-Okazaki_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html
